requestTime,userIp,x,y,z
2026-04-07 21:02:10.832162+00:00,::1,20588,10900,15
2026-04-07 21:02:10.840548600+00:00,::1,20591,10900,15
2026-04-07 21:02:10.939843+00:00,::1,20589,10898,15
2026-04-07 21:02:10.942523800+00:00,::1,20589,10901,15
2026-04-07 21:02:10.946415500+00:00,::1,20588,10898,15
2026-04-07 21:02:10.946421200+00:00,::1,20590,10898,15
2026-04-07 21:02:10.963424700+00:00,::1,20592,10899,15
2026-04-07 21:02:10.967676200+00:00,::1,20592,10898,15
2026-04-07 21:02:11.098427400+00:00,::1,20586,10898,15
2026-04-07 21:02:11.129631600+00:00,::1,20587,10900,15
2026-04-07 21:02:11.132659200+00:00,::1,20586,10899,15
2026-04-07 21:02:11.135537700+00:00,::1,20586,10901,15
2026-04-07 21:02:11.142165300+00:00,::1,20591,10901,15
2026-04-07 21:02:11.145025400+00:00,::1,20587,10899,15
2026-04-07 21:02:11.286246+00:00,::1,20586,10900,15
2026-04-07 21:02:11.305518300+00:00,::1,20592,10901,15
2026-04-07 21:02:11.305679800+00:00,::1,20587,10901,15
2026-04-07 21:02:11.315362300+00:00,::1,20587,10898,15
2026-04-07 21:02:11.317179500+00:00,::1,20590,10901,15
2026-04-07 21:02:11.425030100+00:00,::1,20588,10901,15
2026-04-07 21:02:11.429289300+00:00,::1,20592,10900,15
2026-04-07 21:02:11.452562500+00:00,::1,20591,10898,15
2026-04-07 21:02:11.977548700+00:00,::1,20589,10897,15
2026-04-07 21:02:11.977595700+00:00,::1,20591,10897,15
2026-04-07 21:02:11.980065900+00:00,::1,20587,10897,15
2026-04-07 21:02:11.980068200+00:00,::1,20592,10897,15
2026-04-07 21:02:11.980081700+00:00,::1,20590,10897,15
2026-04-07 21:02:11.980081700+00:00,::1,20588,10897,15
2026-04-07 21:02:12.176848300+00:00,::1,20593,10898,15
2026-04-07 21:02:12.176848300+00:00,::1,20593,10899,15
2026-04-07 21:02:12.176848300+00:00,::1,20593,10897,15
2026-04-07 21:02:12.177628900+00:00,::1,20593,10900,15
2026-04-07 21:02:13.623619600+00:00,::1,20590,10896,15
2026-04-07 21:02:13.623619700+00:00,::1,20591,10896,15
2026-04-07 21:02:13.624065900+00:00,::1,20588,10896,15
2026-04-07 21:02:13.624076200+00:00,::1,20589,10896,15
2026-04-07 21:02:13.624187300+00:00,::1,20592,10896,15
2026-04-07 21:02:13.629360400+00:00,::1,20587,10896,15
2026-04-07 21:02:13.801838600+00:00,::1,20593,10896,15
2026-04-07 21:02:13.915212700+00:00,::1,20594,10896,15
2026-04-07 21:02:13.964571500+00:00,::1,20594,10897,15
2026-04-07 21:02:14.072642200+00:00,::1,20594,10899,15
2026-04-07 21:02:14.136242800+00:00,::1,20594,10898,15
2026-04-07 21:02:16.106637800+00:00,::1,20587,10902,15
2026-04-07 21:02:16.106637900+00:00,::1,20586,10902,15
2026-04-07 21:02:16.106637900+00:00,::1,20589,10902,15
2026-04-07 21:02:16.106637900+00:00,::1,20588,10902,15
2026-04-07 21:02:16.108854500+00:00,::1,20590,10902,15
2026-04-07 21:02:16.109973300+00:00,::1,20585,10900,15
2026-04-07 21:02:16.247970+00:00,::1,20585,10899,15
2026-04-07 21:02:16.254508+00:00,::1,20591,10902,15
2026-04-07 21:02:16.266574600+00:00,::1,20585,10901,15
2026-04-07 21:02:16.271916800+00:00,::1,20585,10902,15
2026-04-07 21:02:17.231413700+00:00,::1,20588,10903,15
2026-04-07 21:02:17.232914900+00:00,::1,20590,10903,15
2026-04-07 21:02:17.235136300+00:00,::1,20586,10903,15
2026-04-07 21:02:17.235261100+00:00,::1,20585,10903,15
2026-04-07 21:02:17.235452800+00:00,::1,20589,10903,15
2026-04-07 21:02:17.235656300+00:00,::1,20587,10903,15
2026-04-07 21:02:17.678096800+00:00,::1,20591,10903,15
2026-04-07 21:02:18.193994600+00:00,::1,10294,5451,14
2026-04-07 21:02:18.193994600+00:00,::1,10293,5450,14
2026-04-07 21:02:18.193999600+00:00,::1,10293,5451,14
2026-04-07 21:02:18.194176200+00:00,::1,10294,5452,14
2026-04-07 21:02:18.194176400+00:00,::1,10293,5452,14
2026-04-07 21:02:18.194515+00:00,::1,10294,5450,14
2026-04-07 21:02:18.357252500+00:00,::1,10292,5450,14
2026-04-07 21:02:18.360378400+00:00,::1,10295,5451,14
2026-04-07 21:02:18.371723500+00:00,::1,10292,5451,14
2026-04-07 21:02:18.374496400+00:00,::1,10295,5450,14
2026-04-07 21:02:18.383139900+00:00,::1,10292,5452,14
2026-04-07 21:02:18.386555+00:00,::1,10295,5452,14
2026-04-07 21:02:18.518848+00:00,::1,10291,5451,14
2026-04-07 21:02:18.548414500+00:00,::1,10291,5449,14
2026-04-07 21:02:18.556417900+00:00,::1,10293,5449,14
2026-04-07 21:02:18.564737600+00:00,::1,10297,5452,14
2026-04-07 21:02:18.570311800+00:00,::1,10296,5452,14
2026-04-07 21:02:18.637703500+00:00,::1,10297,5450,14
2026-04-07 21:02:18.646537300+00:00,::1,10297,5449,14
2026-04-07 21:02:18.689085200+00:00,::1,10294,5449,14
2026-04-07 21:02:18.699061800+00:00,::1,10295,5449,14
2026-04-07 21:02:18.713457+00:00,::1,10292,5449,14
2026-04-07 21:02:18.715189+00:00,::1,10291,5450,14
2026-04-07 21:02:18.762974600+00:00,::1,10296,5449,14
2026-04-07 21:02:18.798903300+00:00,::1,10291,5452,14
2026-04-07 21:02:18.829448300+00:00,::1,10297,5451,14
2026-04-07 21:02:18.833772+00:00,::1,10296,5450,14
2026-04-07 21:02:18.849988600+00:00,::1,10296,5451,14
2026-04-07 21:02:19.131114600+00:00,::1,10298,5450,14
2026-04-07 21:02:19.131114600+00:00,::1,10298,5451,14
2026-04-07 21:02:19.131127200+00:00,::1,10298,5449,14
2026-04-07 21:02:20.479117700+00:00,::1,10294,5448,14
2026-04-07 21:02:20.479117700+00:00,::1,10297,5448,14
2026-04-07 21:02:20.479117800+00:00,::1,10295,5448,14
2026-04-07 21:02:20.479128300+00:00,::1,10296,5448,14
2026-04-07 21:02:20.480114900+00:00,::1,10299,5449,14
2026-04-07 21:02:20.480114900+00:00,::1,10298,5448,14
2026-04-07 21:02:20.641296500+00:00,::1,10299,5450,14
2026-04-07 21:02:20.645706700+00:00,::1,10299,5448,14
2026-04-07 21:02:20.652910800+00:00,::1,10299,5451,14
2026-04-07 21:02:20.664258400+00:00,::1,10293,5448,14
2026-04-07 21:02:22.126042600+00:00,::1,41187,21799,16
2026-04-07 21:02:22.126604300+00:00,::1,41186,21799,16
2026-04-07 21:02:22.126631200+00:00,::1,41187,21800,16
2026-04-07 21:02:22.126631200+00:00,::1,41188,21799,16
2026-04-07 21:02:22.135170700+00:00,::1,41188,21800,16
2026-04-07 21:02:22.135181600+00:00,::1,41186,21800,16
2026-04-07 21:02:22.435239200+00:00,::1,41184,21801,16
2026-04-07 21:02:22.496924900+00:00,::1,41188,21801,16
2026-04-07 21:02:22.514674600+00:00,::1,41190,21801,16
2026-04-07 21:02:22.516899+00:00,::1,41186,21801,16
2026-04-07 21:02:22.627526800+00:00,::1,41187,21801,16
2026-04-07 21:02:22.705892500+00:00,::1,41190,21799,16
2026-04-07 21:02:22.746770500+00:00,::1,41189,21798,16
2026-04-07 21:02:22.750994400+00:00,::1,41189,21801,16
2026-04-07 21:02:22.782815900+00:00,::1,41186,21798,16
2026-04-07 21:02:22.854475900+00:00,::1,41185,21801,16
2026-04-07 21:02:22.986075500+00:00,::1,41184,21800,16
2026-04-07 21:02:22.991731400+00:00,::1,41184,21799,16
2026-04-07 21:02:23.070813100+00:00,::1,41190,21800,16
2026-04-07 21:02:23.140669+00:00,::1,41190,21798,16
2026-04-07 21:02:23.195293300+00:00,::1,41189,21799,16
2026-04-07 21:02:23.205420900+00:00,::1,41187,21798,16
2026-04-07 21:02:23.309596900+00:00,::1,41185,21799,16
2026-04-07 21:02:23.455326400+00:00,::1,41185,21800,16
2026-04-07 21:02:23.480493300+00:00,::1,41189,21800,16
2026-04-07 21:02:23.538267+00:00,::1,41188,21798,16
2026-04-07 21:02:23.551445+00:00,::1,41185,21798,16
2026-04-07 21:02:23.613871400+00:00,::1,41184,21798,16
2026-04-07 21:02:25.577463800+00:00,::1,20593,10899,15
2026-04-07 21:02:25.577463800+00:00,::1,20592,10899,15
2026-04-07 21:02:25.577464100+00:00,::1,20593,10900,15
2026-04-07 21:02:25.577470500+00:00,::1,20592,10900,15
2026-04-07 21:02:25.578280+00:00,::1,20594,10899,15
2026-04-07 21:02:25.578282300+00:00,::1,20591,10899,15
2026-04-07 21:02:25.708901900+00:00,::1,20594,10900,15
2026-04-07 21:02:25.828660200+00:00,::1,20593,10898,15
2026-04-07 21:02:25.828660300+00:00,::1,20593,10901,15
2026-04-07 21:02:25.828664200+00:00,::1,20592,10898,15
2026-04-07 21:02:25.830260100+00:00,::1,20592,10901,15
2026-04-07 21:02:25.830748900+00:00,::1,20594,10898,15
2026-04-07 21:02:25.933582800+00:00,::1,20596,10900,15
2026-04-07 21:02:25.967288500+00:00,::1,20590,10898,15
2026-04-07 21:02:25.971151400+00:00,::1,20595,10901,15
2026-04-07 21:02:25.999947300+00:00,::1,20596,10898,15
2026-04-07 21:02:26.001331200+00:00,::1,20594,10901,15
2026-04-07 21:02:26.005135500+00:00,::1,20595,10898,15
2026-04-07 21:02:26.121968400+00:00,::1,20595,10899,15
2026-04-07 21:02:26.321715800+00:00,::1,20596,10899,15
2026-04-07 21:02:26.325167+00:00,::1,20590,10899,15
2026-04-07 21:02:26.411824700+00:00,::1,20591,10898,15
2026-04-07 21:02:26.432007800+00:00,::1,20596,10901,15
2026-04-07 21:02:26.492771700+00:00,::1,20595,10900,15
2026-04-07 21:02:26.785598800+00:00,::1,10296,5451,14
2026-04-07 21:02:26.785614700+00:00,::1,10296,5448,14
2026-04-07 21:02:26.786014900+00:00,::1,10295,5448,14
2026-04-07 21:02:26.787890400+00:00,::1,10297,5448,14
2026-04-07 21:02:26.790187300+00:00,::1,10295,5451,14
2026-04-07 21:02:26.793383700+00:00,::1,10297,5451,14
2026-04-07 21:02:26.933810700+00:00,::1,10294,5449,14
2026-04-07 21:02:26.955050400+00:00,::1,10294,5451,14
2026-04-07 21:02:26.964714200+00:00,::1,10294,5450,14
2026-04-07 21:02:26.967020400+00:00,::1,10299,5449,14
2026-04-07 21:02:26.977820+00:00,::1,10299,5448,14
2026-04-07 21:02:27.033183500+00:00,::1,10299,5451,14
2026-04-07 21:02:27.081829600+00:00,::1,10299,5450,14
2026-04-07 21:02:27.105886100+00:00,::1,10293,5448,14
2026-04-07 21:02:27.140281+00:00,::1,10293,5450,14
2026-04-07 21:02:27.151611400+00:00,::1,10298,5448,14
2026-04-07 21:02:27.151621400+00:00,::1,10298,5451,14
2026-04-07 21:02:27.169683+00:00,::1,10293,5449,14
2026-04-07 21:02:27.176438300+00:00,::1,10293,5451,14
2026-04-07 21:02:27.238056500+00:00,::1,10294,5448,14
2026-04-07 21:02:27.277305700+00:00,::1,10292,5451,14
2026-04-07 21:02:27.302043200+00:00,::1,10292,5450,14
2026-04-07 21:02:27.320800200+00:00,::1,10292,5449,14
2026-04-07 21:02:27.340075600+00:00,::1,10292,5448,14
2026-04-07 21:02:28.461085100+00:00,::1,10291,5451,14
2026-04-07 21:02:28.461085100+00:00,::1,10291,5450,14
2026-04-07 21:02:28.461085200+00:00,::1,10291,5449,14
2026-04-07 21:02:28.461085200+00:00,::1,10291,5448,14
2026-04-07 21:02:30.995045100+00:00,::1,20589,10899,15
2026-04-07 21:02:30.995052900+00:00,::1,20588,10900,15
2026-04-07 21:02:30.995063100+00:00,::1,20588,10899,15
2026-04-07 21:02:30.995064700+00:00,::1,20587,10899,15
2026-04-07 21:02:30.995164600+00:00,::1,20589,10900,15
2026-04-07 21:02:30.999481500+00:00,::1,20587,10900,15
2026-04-07 21:02:31.172815500+00:00,::1,20591,10898,15
2026-04-07 21:02:31.172996200+00:00,::1,20585,10898,15
2026-04-07 21:02:31.177729400+00:00,::1,20587,10898,15
2026-04-07 21:02:31.180794700+00:00,::1,20585,10901,15
2026-04-07 21:02:31.185788700+00:00,::1,20586,10900,15
2026-04-07 21:02:31.229867100+00:00,::1,20588,10901,15
2026-04-07 21:02:31.328429100+00:00,::1,20585,10900,15
2026-04-07 21:02:31.381920600+00:00,::1,20587,10901,15
2026-04-07 21:02:31.382009600+00:00,::1,20589,10901,15
2026-04-07 21:02:31.391017400+00:00,::1,20586,10901,15
2026-04-07 21:02:31.393193800+00:00,::1,20586,10899,15
2026-04-07 21:02:31.436586100+00:00,::1,20585,10899,15
2026-04-07 21:02:31.560779800+00:00,::1,20586,10898,15
2026-04-07 21:02:31.560840+00:00,::1,20588,10898,15
2026-04-07 21:02:31.567824500+00:00,::1,20589,10898,15
